 

stn;time;breclod0
AIG;20120824;0
AIG;20120825;1
AIG;20120826;0
AIG;20120827;0
AIG;20120828;0
AIG;20120829;0
AIG;20120830;0
AIG;20120831;0
AIG;20120901;0
AIG;20120902;0
AIG;20120903;0
AIG;20120904;0
AIG;20120905;0
AIG;20120906;0
AIG;20120907;0
AIG;20120908;0
AIG;20120909;0
AIG;20120910;0
AIG;20120911;0
AIG;20120912;0
AIG;20120913;0
AIG;20120914;0
AIG;20120915;0
AIG;20120916;0
AIG;20120917;0
AIG;20120918;0
AIG;20120919;0
AIG;20120920;0
AIG;20120921;0
AIG;20120922;0
AIG;20120923;0
AIG;20120924;0
AIG;20120925;0
AIG;20120926;0
AIG;20120927;0
AIG;20120928;0
AIG;20120929;0
AIG;20120930;0
AIG;20121001;0
AIG;20121002;0
AIG;20121003;0
AIG;20121004;0
AIG;20121005;0
AIG;20121006;0
AIG;20121007;0
AIG;20121008;0
AIG;20121009;0
AIG;20121010;0
AIG;20121011;0
AIG;20121012;0
AIG;20121013;0
AIG;20121014;0
AIG;20121015;0
AIG;20121016;0
AIG;20121017;0
AIG;20121018;0
AIG;20121019;0
AIG;20121020;0
AIG;20121021;0
AIG;20121022;0
AIG;20121023;0
AIG;20121024;0
AIG;20121025;0
AIG;20121026;0
AIG;20121027;0
AIG;20121028;0
AIG;20121029;0
AIG;20121030;0
AIG;20121031;0
AIG;20121101;0
AIG;20121102;0
AIG;20121103;0
AIG;20121104;0
AIG;20121105;0
AIG;20121106;0
AIG;20121107;0
AIG;20121108;0
AIG;20121109;0
AIG;20121110;0
AIG;20121111;0
AIG;20121112;0
AIG;20121113;0
AIG;20121114;0
AIG;20121115;0
AIG;20121116;0
AIG;20121117;0
AIG;20121118;0
AIG;20121119;0
AIG;20121120;0
AIG;20121121;0
AIG;20121122;0
AIG;20121123;0
AIG;20121124;0
AIG;20121125;0
AIG;20121126;0
AIG;20121127;0
AIG;20121128;0
AIG;20121129;0
AIG;20121130;0
AIG;20121201;0
AIG;20121202;0
AIG;20121203;0
AIG;20121204;0
AIG;20121205;0
AIG;20121206;0
AIG;20121207;0
AIG;20121208;0
AIG;20121209;0
AIG;20121210;0
AIG;20121211;0
AIG;20121212;0
AIG;20121213;0
AIG;20121214;0
AIG;20121215;0
AIG;20121216;0
AIG;20121217;0
AIG;20121218;0
AIG;20121219;0
AIG;20121220;0
AIG;20121221;0
AIG;20121222;0
AIG;20121223;0
AIG;20121224;0
AIG;20121225;0
AIG;20121226;0
AIG;20121227;0
AIG;20121228;0
AIG;20121229;0
AIG;20121230;0
AIG;20121231;0
AIG;20130101;0
AIG;20130102;0
AIG;20130103;0
AIG;20130104;0
AIG;20130105;0
AIG;20130106;0
AIG;20130107;0
AIG;20130108;0
AIG;20130109;0
AIG;20130110;0
AIG;20130111;0
AIG;20130112;0
AIG;20130113;0
AIG;20130114;0
AIG;20130115;0
AIG;20130116;0
AIG;20130117;0
AIG;20130118;0
AIG;20130119;0
AIG;20130120;0
AIG;20130121;0
AIG;20130122;0
AIG;20130123;0
AIG;20130124;0
AIG;20130125;0
AIG;20130126;0
AIG;20130127;0
AIG;20130128;0
AIG;20130129;0
AIG;20130130;0
AIG;20130131;0
AIG;20130201;0
AIG;20130202;0
AIG;20130203;0
AIG;20130204;0
AIG;20130205;0
AIG;20130206;0
AIG;20130207;0
AIG;20130208;0
AIG;20130209;0
AIG;20130210;0
AIG;20130211;0
AIG;20130212;0
AIG;20130213;0
AIG;20130214;0
AIG;20130215;0
AIG;20130216;0
AIG;20130217;0
AIG;20130218;0
AIG;20130219;0
AIG;20130220;0
AIG;20130221;0
AIG;20130222;0
AIG;20130223;0
AIG;20130224;0
AIG;20130225;0
AIG;20130226;0
AIG;20130227;0
AIG;20130228;0
AIG;20130301;0
AIG;20130302;0
AIG;20130303;0
AIG;20130304;0
AIG;20130305;0
AIG;20130306;0
AIG;20130307;0
AIG;20130308;0
AIG;20130309;0
AIG;20130310;0
AIG;20130311;0
AIG;20130312;0
AIG;20130313;0
AIG;20130314;0
AIG;20130315;0
AIG;20130316;0
AIG;20130317;0
AIG;20130318;0
AIG;20130319;0
AIG;20130320;0
AIG;20130321;0
AIG;20130322;0
AIG;20130323;0
AIG;20130324;0
AIG;20130325;0
AIG;20130326;0
AIG;20130327;0
AIG;20130328;0
AIG;20130329;0
AIG;20130330;0
AIG;20130331;0
AIG;20130401;0
AIG;20130402;0
AIG;20130403;0
AIG;20130404;0
AIG;20130405;0
AIG;20130406;0
AIG;20130407;0
AIG;20130408;0
AIG;20130409;0
AIG;20130410;0
AIG;20130411;0
AIG;20130412;0
AIG;20130413;0
AIG;20130414;0
AIG;20130415;0
AIG;20130416;0
AIG;20130417;0
AIG;20130418;0
AIG;20130419;0
AIG;20130420;0
AIG;20130421;0
AIG;20130422;0
AIG;20130423;0
AIG;20130424;0
AIG;20130425;0
AIG;20130426;0
AIG;20130427;0
AIG;20130428;0
AIG;20130429;0
AIG;20130430;0
AIG;20130501;0
AIG;20130502;9
AIG;20130503;0
AIG;20130504;0
AIG;20130505;0
AIG;20130506;0
AIG;20130507;0
AIG;20130508;0
AIG;20130509;0
AIG;20130510;0
AIG;20130511;0
AIG;20130512;0
AIG;20130513;0
AIG;20130514;0
AIG;20130515;0
AIG;20130516;0
AIG;20130517;0
AIG;20130518;0
AIG;20130519;0
AIG;20130520;0
AIG;20130521;0
AIG;20130522;0
AIG;20130523;0
AIG;20130524;0
AIG;20130525;0
AIG;20130526;0
AIG;20130527;0
AIG;20130528;0
AIG;20130529;0
AIG;20130530;0
AIG;20130531;0
AIG;20130601;0
AIG;20130602;0
AIG;20130603;0
AIG;20130604;0
AIG;20130605;0
AIG;20130606;1
AIG;20130607;0
AIG;20130608;0
AIG;20130609;0
AIG;20130610;0
AIG;20130611;0
AIG;20130612;0
AIG;20130613;0
AIG;20130614;0
AIG;20130615;0
AIG;20130616;0
AIG;20130617;0
AIG;20130618;0
AIG;20130619;0
AIG;20130620;3
AIG;20130621;0
AIG;20130622;0
AIG;20130623;0
AIG;20130624;0
AIG;20130625;0
AIG;20130626;0
AIG;20130627;0
AIG;20130628;0
AIG;20130629;0
AIG;20130630;0
AIG;20130701;0
AIG;20130702;8
AIG;20130703;0
AIG;20130704;0
AIG;20130705;0
AIG;20130706;0
AIG;20130707;0
AIG;20130708;1
AIG;20130709;1
AIG;20130710;2
AIG;20130711;0
AIG;20130712;0
AIG;20130713;0
AIG;20130714;0
AIG;20130715;0
AIG;20130716;0
AIG;20130717;0
AIG;20130718;0
AIG;20130719;1
AIG;20130720;0
AIG;20130721;0
AIG;20130722;0
AIG;20130723;9
AIG;20130724;0
AIG;20130725;0
AIG;20130726;0
AIG;20130727;0
AIG;20130728;5
AIG;20130729;0
AIG;20130730;0
AIG;20130731;0
AIG;20130801;0
AIG;20130802;0
AIG;20130803;0
AIG;20130804;0
AIG;20130805;0
AIG;20130806;6
AIG;20130807;1
AIG;20130808;0
AIG;20130809;0
AIG;20130810;0
AIG;20130811;0
AIG;20130812;0
AIG;20130813;0
AIG;20130814;0
AIG;20130815;0
AIG;20130816;0
AIG;20130817;0
AIG;20130818;0
AIG;20130819;0
AIG;20130820;0
AIG;20130821;0
AIG;20130822;0
AIG;20130823;0
AIG;20130824;0
AIG;20130825;0
AIG;20130826;0
AIG;20130827;0
AIG;20130828;0
AIG;20130829;0
AIG;20130830;0
AIG;20130831;0
AIG;20130901;0
AIG;20130902;0
AIG;20130903;0
AIG;20130904;0
AIG;20130905;0
AIG;20130906;0
AIG;20130907;0
AIG;20130908;0
AIG;20130909;0
AIG;20130910;0
AIG;20130911;0
AIG;20130912;0
AIG;20130913;0
AIG;20130914;0
AIG;20130915;0
AIG;20130916;0
AIG;20130917;0
AIG;20130918;0
AIG;20130919;0
AIG;20130920;0
AIG;20130921;0
AIG;20130922;0
AIG;20130923;0
AIG;20130924;0
AIG;20130925;0
AIG;20130926;0
AIG;20130927;0
AIG;20130928;2
AIG;20130929;0
AIG;20130930;0
AIG;20131001;0
AIG;20131002;0
AIG;20131003;0
AIG;20131004;0
AIG;20131005;0
AIG;20131006;0
AIG;20131007;0
AIG;20131008;0
AIG;20131009;0
AIG;20131010;0
AIG;20131011;0
AIG;20131012;0
AIG;20131013;0
AIG;20131014;0
AIG;20131015;0
AIG;20131016;0
AIG;20131017;0
AIG;20131018;0
AIG;20131019;0
AIG;20131020;0
AIG;20131021;0
AIG;20131022;0
AIG;20131023;0
AIG;20131024;0
AIG;20131025;0
AIG;20131026;0
AIG;20131027;0
AIG;20131028;0
AIG;20131029;0
AIG;20131030;0
AIG;20131031;0
AIG;20131101;0
AIG;20131102;0
AIG;20131103;0
AIG;20131104;0
AIG;20131105;0
AIG;20131106;0
AIG;20131107;0
AIG;20131108;1
AIG;20131109;0
AIG;20131110;0
AIG;20131111;0
AIG;20131112;0
AIG;20131113;0
AIG;20131114;0
AIG;20131115;0
AIG;20131116;0
AIG;20131117;0
AIG;20131118;0
AIG;20131119;0
AIG;20131120;0
AIG;20131121;0
AIG;20131122;0
AIG;20131123;0
AIG;20131124;0
AIG;20131125;0
AIG;20131126;0
AIG;20131127;0
AIG;20131128;0
AIG;20131129;0
AIG;20131130;0
AIG;20131201;0
AIG;20131202;0
AIG;20131203;0
AIG;20131204;0
AIG;20131205;0
AIG;20131206;0
AIG;20131207;0
AIG;20131208;0
AIG;20131209;0
AIG;20131210;0
AIG;20131211;0
AIG;20131212;0
AIG;20131213;0
AIG;20131214;0
AIG;20131215;0
AIG;20131216;0
AIG;20131217;0
AIG;20131218;0
AIG;20131219;0
AIG;20131220;0
AIG;20131221;0
AIG;20131222;0
AIG;20131223;0
AIG;20131224;0
AIG;20131225;0
AIG;20131226;0
AIG;20131227;0
AIG;20131228;0
AIG;20131229;0
AIG;20131230;0
AIG;20131231;0
AIG;20140101;0
AIG;20140102;0
AIG;20140103;0
AIG;20140104;0
AIG;20140105;0
AIG;20140106;0
AIG;20140107;0
AIG;20140108;0
AIG;20140109;0
AIG;20140110;0
AIG;20140111;0
AIG;20140112;0
AIG;20140113;0
AIG;20140114;0
AIG;20140115;0
AIG;20140116;0
AIG;20140117;0
AIG;20140118;0
AIG;20140119;0
AIG;20140120;0
AIG;20140121;0
AIG;20140122;0
AIG;20140123;0
AIG;20140124;0
AIG;20140125;0
AIG;20140126;0
AIG;20140127;0
AIG;20140128;0
AIG;20140129;0
AIG;20140130;0
AIG;20140131;0
AIG;20140201;0
AIG;20140202;0
AIG;20140203;0
AIG;20140204;0
AIG;20140205;0
AIG;20140206;0
AIG;20140207;0
AIG;20140208;0
AIG;20140209;0
AIG;20140210;0
AIG;20140211;0
AIG;20140212;0
AIG;20140213;0
AIG;20140214;0
AIG;20140215;0
AIG;20140216;0
AIG;20140217;0
AIG;20140218;0
AIG;20140219;0
AIG;20140220;0
AIG;20140221;0
AIG;20140222;0
AIG;20140223;0
AIG;20140224;0
AIG;20140225;0
AIG;20140226;0
AIG;20140227;0
AIG;20140228;0
AIG;20140301;0
AIG;20140302;0
AIG;20140303;0
AIG;20140304;0
AIG;20140305;0
AIG;20140306;0
AIG;20140307;0
AIG;20140308;0
AIG;20140309;0
AIG;20140310;0
AIG;20140311;0
AIG;20140312;0
AIG;20140313;0
AIG;20140314;0
AIG;20140315;0
AIG;20140316;0
AIG;20140317;0
AIG;20140318;0
AIG;20140319;0
AIG;20140320;0
AIG;20140321;0
AIG;20140322;0
AIG;20140323;0
AIG;20140324;0
AIG;20140325;0
AIG;20140326;0
AIG;20140327;0
AIG;20140328;0
AIG;20140329;0
AIG;20140330;0
AIG;20140331;0
AIG;20140401;0
AIG;20140402;0
AIG;20140403;0
AIG;20140404;0
AIG;20140405;0
AIG;20140406;0
AIG;20140407;0
AIG;20140408;0
AIG;20140409;0
AIG;20140410;0
AIG;20140411;0
AIG;20140412;0
AIG;20140413;0
AIG;20140414;0
AIG;20140415;0
AIG;20140416;0
AIG;20140417;0
AIG;20140418;0
AIG;20140419;0
AIG;20140420;0
AIG;20140421;0
AIG;20140422;0
AIG;20140423;0
AIG;20140424;0
AIG;20140425;0
AIG;20140426;4
AIG;20140427;0
AIG;20140428;0
AIG;20140429;0
AIG;20140430;0
AIG;20140501;0
AIG;20140502;0
AIG;20140503;0
AIG;20140504;0
AIG;20140505;0
AIG;20140506;0
AIG;20140507;0
AIG;20140508;0
AIG;20140509;0
AIG;20140510;0
AIG;20140511;0
AIG;20140512;0
AIG;20140513;0
AIG;20140514;0
AIG;20140515;0
AIG;20140516;0
AIG;20140517;0
AIG;20140518;0
AIG;20140519;0
AIG;20140520;0
AIG;20140521;0
AIG;20140522;0
AIG;20140523;1
AIG;20140524;0
AIG;20140525;0
AIG;20140526;0
AIG;20140527;0
AIG;20140528;0
AIG;20140529;0
AIG;20140530;0
AIG;20140531;0
AIG;20140601;0
AIG;20140602;0
AIG;20140603;0
AIG;20140604;0
AIG;20140605;0
AIG;20140606;0
AIG;20140607;0
AIG;20140608;0
AIG;20140609;0
AIG;20140610;0
AIG;20140611;0
AIG;20140612;0
AIG;20140613;0
AIG;20140614;0
AIG;20140615;0
AIG;20140616;0
AIG;20140617;1
AIG;20140618;0
AIG;20140619;0
AIG;20140620;0
AIG;20140621;0
AIG;20140622;0
AIG;20140623;1
AIG;20140624;0
AIG;20140625;0
AIG;20140626;0
AIG;20140627;0
AIG;20140628;0
AIG;20140629;3
AIG;20140630;0
AIG;20140701;0
AIG;20140702;0
AIG;20140703;0
AIG;20140704;0
AIG;20140705;0
AIG;20140706;8
AIG;20140707;1
AIG;20140708;0
AIG;20140709;0
AIG;20140710;0
AIG;20140711;0
AIG;20140712;0
AIG;20140713;0
AIG;20140714;0
AIG;20140715;0
AIG;20140716;0
AIG;20140717;0
AIG;20140718;0
AIG;20140719;0
AIG;20140720;0
AIG;20140721;0
AIG;20140722;0
AIG;20140723;0
AIG;20140724;2
AIG;20140725;0
AIG;20140726;0
AIG;20140727;0
AIG;20140728;0
AIG;20140729;0
AIG;20140730;0
AIG;20140731;0
AIG;20140801;0
AIG;20140802;9
AIG;20140803;0
AIG;20140804;0
AIG;20140805;0
AIG;20140806;0
AIG;20140807;0
AIG;20140808;2
AIG;20140809;1
AIG;20140810;0
AIG;20140811;0
AIG;20140812;0
AIG;20140813;0
AIG;20140814;0
AIG;20140815;0
AIG;20140816;0
AIG;20140817;0
AIG;20140818;0
AIG;20140819;3
AIG;20140820;0
AIG;20140821;0
AIG;20140822;0
AIG;20140823;0
AIG;20140824;0
AIG;20140825;0
AIG;20140826;0
AIG;20140827;0
AIG;20140828;0
AIG;20140829;0
AIG;20140830;0
AIG;20140831;0
AIG;20140901;0
AIG;20140902;0
AIG;20140903;0
AIG;20140904;0
AIG;20140905;0
AIG;20140906;0
AIG;20140907;0
AIG;20140908;0
AIG;20140909;0
AIG;20140910;0
AIG;20140911;0
AIG;20140912;0
AIG;20140913;0
AIG;20140914;0
AIG;20140915;0
AIG;20140916;0
AIG;20140917;0
AIG;20140918;0
AIG;20140919;0
AIG;20140920;0
AIG;20140921;3
AIG;20140922;0
AIG;20140923;0
AIG;20140924;0
AIG;20140925;0
AIG;20140926;0
AIG;20140927;0
AIG;20140928;0
AIG;20140929;0
AIG;20140930;0
AIG;20141001;0
AIG;20141002;0
AIG;20141003;0
AIG;20141004;0
AIG;20141005;1
AIG;20141006;0
AIG;20141007;0
AIG;20141008;0
AIG;20141009;0
AIG;20141010;0
AIG;20141011;0
AIG;20141012;0
AIG;20141013;0
AIG;20141014;0
AIG;20141015;0
AIG;20141016;0
AIG;20141017;0
AIG;20141018;0
AIG;20141019;0
AIG;20141020;0
AIG;20141021;0
AIG;20141022;0
AIG;20141023;0
AIG;20141024;0
AIG;20141025;0
AIG;20141026;0
AIG;20141027;0
AIG;20141028;0
AIG;20141029;0
AIG;20141030;0
AIG;20141031;0
AIG;20141101;0
AIG;20141102;0
AIG;20141103;0
AIG;20141104;0
AIG;20141105;0
AIG;20141106;0
AIG;20141107;0
AIG;20141108;0
AIG;20141109;0
AIG;20141110;0
AIG;20141111;0
AIG;20141112;0
AIG;20141113;0
AIG;20141114;0
AIG;20141115;0
AIG;20141116;0
AIG;20141117;0
AIG;20141118;0
AIG;20141119;0
AIG;20141120;0
AIG;20141121;0
AIG;20141122;0
AIG;20141123;0
AIG;20141124;0
AIG;20141125;0
AIG;20141126;0
AIG;20141127;0
AIG;20141128;0
AIG;20141129;0
AIG;20141130;0
AIG;20141201;0
AIG;20141202;0
AIG;20141203;0
AIG;20141204;0
AIG;20141205;0
AIG;20141206;0
AIG;20141207;0
AIG;20141208;0
AIG;20141209;0
AIG;20141210;0
AIG;20141211;0
AIG;20141212;0
AIG;20141213;0
AIG;20141214;0
AIG;20141215;0
AIG;20141216;0
AIG;20141217;0
AIG;20141218;0
AIG;20141219;0
AIG;20141220;0
AIG;20141221;0
AIG;20141222;0
AIG;20141223;0
AIG;20141224;0
AIG;20141225;0
AIG;20141226;0
AIG;20141227;0
AIG;20141228;0
AIG;20141229;0
AIG;20141230;0
AIG;20141231;0
AIG;20150101;0
AIG;20150102;0
AIG;20150103;0
AIG;20150104;0
AIG;20150105;0
AIG;20150106;0
AIG;20150107;0
AIG;20150108;0
AIG;20150109;0
AIG;20150110;0
AIG;20150111;0
AIG;20150112;0
AIG;20150113;0
AIG;20150114;0
AIG;20150115;0
AIG;20150116;0
AIG;20150117;0
AIG;20150118;0
AIG;20150119;0
AIG;20150120;0
AIG;20150121;0
AIG;20150122;0
AIG;20150123;0
AIG;20150124;0
AIG;20150125;0
AIG;20150126;0
AIG;20150127;0
AIG;20150128;0
AIG;20150129;0
AIG;20150130;0
AIG;20150131;0
AIG;20150201;0
AIG;20150202;0
AIG;20150203;0
AIG;20150204;0
AIG;20150205;0
AIG;20150206;0
AIG;20150207;0
AIG;20150208;0
AIG;20150209;0
AIG;20150210;0
AIG;20150211;0
AIG;20150212;0
AIG;20150213;0
AIG;20150214;0
AIG;20150215;0
AIG;20150216;0
AIG;20150217;0
AIG;20150218;0
AIG;20150219;0
AIG;20150220;0
AIG;20150221;0
AIG;20150222;0
AIG;20150223;0
AIG;20150224;0
AIG;20150225;0
AIG;20150226;0
AIG;20150227;0
AIG;20150228;0
AIG;20150301;0
AIG;20150302;0
AIG;20150303;0
AIG;20150304;0
AIG;20150305;0
AIG;20150306;0
AIG;20150307;0
AIG;20150308;0
AIG;20150309;0
AIG;20150310;0
AIG;20150311;0
AIG;20150312;0
AIG;20150313;0
AIG;20150314;0
AIG;20150315;0
AIG;20150316;0
AIG;20150317;0
AIG;20150318;0
AIG;20150319;0
AIG;20150320;0
AIG;20150321;0
AIG;20150322;0
AIG;20150323;0
AIG;20150324;0
AIG;20150325;0
AIG;20150326;0
AIG;20150327;0
AIG;20150328;0
AIG;20150329;0
AIG;20150330;0
AIG;20150331;0
AIG;20150401;0
AIG;20150402;0
AIG;20150403;0
AIG;20150404;0
AIG;20150405;0
AIG;20150406;0
AIG;20150407;0
AIG;20150408;0
AIG;20150409;0
AIG;20150410;0
AIG;20150411;0
AIG;20150412;0
AIG;20150413;0
AIG;20150414;0
AIG;20150415;0
AIG;20150416;0
AIG;20150417;0
AIG;20150418;0
AIG;20150419;0
AIG;20150420;0
AIG;20150421;0
AIG;20150422;0
AIG;20150423;0
AIG;20150424;0
AIG;20150425;0
AIG;20150426;0
AIG;20150427;0
AIG;20150428;0
AIG;20150429;0
AIG;20150430;0
AIG;20150501;0
AIG;20150502;0
AIG;20150503;0
AIG;20150504;0
AIG;20150505;2
AIG;20150506;0
AIG;20150507;0
AIG;20150508;0
AIG;20150509;0
AIG;20150510;0
AIG;20150511;0
AIG;20150512;0
AIG;20150513;0
AIG;20150514;0
AIG;20150515;0
AIG;20150516;0
AIG;20150517;0
AIG;20150518;0
AIG;20150519;0
AIG;20150520;0
AIG;20150521;0
AIG;20150522;0
AIG;20150523;0
AIG;20150524;0
AIG;20150525;0
AIG;20150526;0
AIG;20150527;0
AIG;20150528;0
AIG;20150529;0
AIG;20150530;0
AIG;20150531;0
AIG;20150601;2
AIG;20150602;0
AIG;20150603;0
AIG;20150604;0
AIG;20150605;0
AIG;20150606;0
AIG;20150607;1
AIG;20150608;19
AIG;20150609;0
AIG;20150610;0
AIG;20150611;0
AIG;20150612;0
AIG;20150613;1
AIG;20150614;0
AIG;20150615;0
AIG;20150616;0
AIG;20150617;0
AIG;20150618;0
AIG;20150619;0
AIG;20150620;0
AIG;20150621;0
AIG;20150622;0
AIG;20150623;0
AIG;20150624;0
AIG;20150625;0
AIG;20150626;0
AIG;20150627;0
AIG;20150628;0
AIG;20150629;0
AIG;20150630;0
AIG;20150701;0
AIG;20150702;0
AIG;20150703;0
AIG;20150704;0
AIG;20150705;0
AIG;20150706;0
AIG;20150707;1
AIG;20150708;0
AIG;20150709;0
AIG;20150710;0
AIG;20150711;0
AIG;20150712;0
AIG;20150713;0
AIG;20150714;0
AIG;20150715;0
AIG;20150716;0
AIG;20150717;10
AIG;20150718;1
AIG;20150719;0
AIG;20150720;0
AIG;20150721;0
AIG;20150722;4
AIG;20150723;0
AIG;20150724;11
AIG;20150725;1
AIG;20150726;0
AIG;20150727;0
AIG;20150728;0
AIG;20150729;0
AIG;20150730;0
AIG;20150731;0
AIG;20150801;0
AIG;20150802;0
AIG;20150803;0
AIG;20150804;0
AIG;20150805;0
AIG;20150806;0
AIG;20150807;0
AIG;20150808;21
AIG;20150809;13
AIG;20150810;0
AIG;20150811;0
AIG;20150812;0
AIG;20150813;0
AIG;20150814;0
AIG;20150815;0
AIG;20150816;0
AIG;20150817;0
AIG;20150818;0
AIG;20150819;0
AIG;20150820;0
AIG;20150821;0
AIG;20150822;0
AIG;20150823;0
AIG;20150824;0
AIG;20150825;0
AIG;20150826;0
AIG;20150827;0
AIG;20150828;0
AIG;20150829;0
AIG;20150830;0
AIG;20150831;0
AIG;20150901;0
AIG;20150902;0
AIG;20150903;0
AIG;20150904;0
AIG;20150905;0
AIG;20150906;0
AIG;20150907;0
AIG;20150908;0
AIG;20150909;0
AIG;20150910;0
AIG;20150911;0
AIG;20150912;1
AIG;20150913;0
AIG;20150914;0
AIG;20150915;0
AIG;20150916;0
AIG;20150917;0
AIG;20150918;0
AIG;20150919;0
AIG;20150920;0
AIG;20150921;0
AIG;20150922;0
AIG;20150923;0
AIG;20150924;0
AIG;20150925;0
AIG;20150926;0
AIG;20150927;0
AIG;20150928;0
AIG;20150929;0
AIG;20150930;0
AIG;20151001;0
AIG;20151002;0
AIG;20151003;0
AIG;20151004;0
AIG;20151005;0
AIG;20151006;0
AIG;20151007;0
AIG;20151008;0
AIG;20151009;0
AIG;20151010;0
AIG;20151011;0
AIG;20151012;0
AIG;20151013;0
AIG;20151014;0
AIG;20151015;0
AIG;20151016;0
AIG;20151017;0
AIG;20151018;0
AIG;20151019;0
AIG;20151020;0
AIG;20151021;0
AIG;20151022;0
AIG;20151023;0
AIG;20151024;0
AIG;20151025;0
AIG;20151026;0
AIG;20151027;0
AIG;20151028;0
AIG;20151029;0
AIG;20151030;0
AIG;20151031;0
AIG;20151101;0
AIG;20151102;0
AIG;20151103;0
AIG;20151104;0
AIG;20151105;0
AIG;20151106;0
AIG;20151107;0
AIG;20151108;0
AIG;20151109;0
AIG;20151110;0
AIG;20151111;0
AIG;20151112;0
AIG;20151113;0
AIG;20151114;0
AIG;20151115;0
AIG;20151116;0
AIG;20151117;0
AIG;20151118;0
AIG;20151119;0
AIG;20151120;0
AIG;20151121;0
AIG;20151122;0
AIG;20151123;0
AIG;20151124;0
AIG;20151125;0
AIG;20151126;0
AIG;20151127;0
AIG;20151128;0
AIG;20151129;0
AIG;20151130;0
AIG;20151201;0
AIG;20151202;0
AIG;20151203;0
AIG;20151204;0
AIG;20151205;0
AIG;20151206;0
AIG;20151207;0
AIG;20151208;0
AIG;20151209;0
AIG;20151210;0
AIG;20151211;0
AIG;20151212;0
AIG;20151213;0
AIG;20151214;0
AIG;20151215;0
AIG;20151216;0
AIG;20151217;0
AIG;20151218;0
AIG;20151219;0
AIG;20151220;0
AIG;20151221;0
AIG;20151222;0
AIG;20151223;0
AIG;20151224;0
AIG;20151225;0
AIG;20151226;0
AIG;20151227;0
AIG;20151228;0
AIG;20151229;0
AIG;20151230;0
AIG;20151231;0
AIG;20160101;0
AIG;20160102;0
AIG;20160103;0
AIG;20160104;0
AIG;20160105;0
AIG;20160106;0
AIG;20160107;0
AIG;20160108;0
AIG;20160109;0
AIG;20160110;0
AIG;20160111;0
AIG;20160112;0
AIG;20160113;0
AIG;20160114;0
AIG;20160115;0
AIG;20160116;0
AIG;20160117;0
AIG;20160118;0
AIG;20160119;0
AIG;20160120;0
AIG;20160121;0
AIG;20160122;0
AIG;20160123;0
AIG;20160124;0
AIG;20160125;0
AIG;20160126;0
AIG;20160127;0
AIG;20160128;0
AIG;20160129;0
AIG;20160130;0
AIG;20160131;0
AIG;20160201;0
AIG;20160202;0
AIG;20160203;0
AIG;20160204;0
AIG;20160205;0
AIG;20160206;0
AIG;20160207;0
AIG;20160208;0
AIG;20160209;0
AIG;20160210;0
AIG;20160211;0
AIG;20160212;0
AIG;20160213;0
AIG;20160214;0
AIG;20160215;0
AIG;20160216;0
AIG;20160217;0
AIG;20160218;0
AIG;20160219;0
AIG;20160220;0
AIG;20160221;0
AIG;20160222;0
AIG;20160223;0
AIG;20160224;0
AIG;20160225;0
AIG;20160226;0
AIG;20160227;0
AIG;20160228;0
AIG;20160229;0
AIG;20160301;0
AIG;20160302;0
AIG;20160303;0
AIG;20160304;0
AIG;20160305;0
AIG;20160306;0
AIG;20160307;0
AIG;20160308;0
AIG;20160309;0
AIG;20160310;0
AIG;20160311;0
AIG;20160312;0
AIG;20160313;0
AIG;20160314;0
AIG;20160315;0
AIG;20160316;0
AIG;20160317;0
AIG;20160318;0
AIG;20160319;0
AIG;20160320;0
AIG;20160321;0
AIG;20160322;0
AIG;20160323;0
AIG;20160324;0
AIG;20160325;0
AIG;20160326;0
AIG;20160327;0
AIG;20160328;0
AIG;20160329;0
AIG;20160330;0
AIG;20160331;0
AIG;20160401;0
AIG;20160402;0
AIG;20160403;0
AIG;20160404;0
AIG;20160405;0
AIG;20160406;0
AIG;20160407;0
AIG;20160408;0
AIG;20160409;0
AIG;20160410;0
AIG;20160411;0
AIG;20160412;0
AIG;20160413;0
AIG;20160414;0
AIG;20160415;0
AIG;20160416;0
AIG;20160417;0
AIG;20160418;0
AIG;20160419;0
AIG;20160420;0
AIG;20160421;0
AIG;20160422;0
AIG;20160423;0
AIG;20160424;0
AIG;20160425;0
AIG;20160426;0
AIG;20160427;0
AIG;20160428;0
AIG;20160429;0
AIG;20160430;0
AIG;20160501;0
AIG;20160502;0
AIG;20160503;0
AIG;20160504;0
AIG;20160505;0
AIG;20160506;0
AIG;20160507;0
AIG;20160508;0
AIG;20160509;0
AIG;20160510;0
AIG;20160511;0
AIG;20160512;0
AIG;20160513;0
AIG;20160514;0
AIG;20160515;0
AIG;20160516;0
AIG;20160517;0
AIG;20160518;0
AIG;20160519;0
AIG;20160520;0
AIG;20160521;0
AIG;20160522;0
AIG;20160523;0
AIG;20160524;0
AIG;20160525;0
AIG;20160526;0
AIG;20160527;0
AIG;20160528;65
AIG;20160529;42
AIG;20160530;0
AIG;20160531;0
AIG;20160601;0
AIG;20160602;0
AIG;20160603;0
AIG;20160604;0
AIG;20160605;0
AIG;20160606;0
AIG;20160607;0
AIG;20160608;0
AIG;20160609;0
AIG;20160610;0
AIG;20160611;0
AIG;20160612;0
AIG;20160613;0
AIG;20160614;0
AIG;20160615;0
AIG;20160616;0
AIG;20160617;0
AIG;20160618;0
AIG;20160619;0
AIG;20160620;0
AIG;20160621;0
